ID,y
622,102.20397
623,89.25358
624,108.97468
626,112.29153
628,111.701164
629,96.99995
630,109.65541
637,91.70283
638,101.00936
643,105.5231
645,102.43571
646,111.65036
648,94.96572
652,98.90313
653,100.77213
654,106.81569
656,109.77988
657,104.62651
659,100.75916
660,109.75856
663,93.50302
664,110.61185
666,107.48118
668,104.82251
669,94.36835
671,95.07727
675,90.99284
677,95.8395
678,107.51048
679,103.80947
682,106.102425
685,107.80666
687,96.36132
688,95.09032
693,111.90736
696,99.76164
698,93.5876
701,101.07787
704,97.82685
705,116.73731
709,104.02662
710,99.05101
711,107.52367
712,98.74931
714,110.638756
715,91.634384
716,109.18289
717,94.80668
720,115.926254
721,93.915726
724,105.32089
725,95.50231
726,100.45963
728,110.28917
731,97.404755
734,111.41177
738,93.200294
745,105.50958
746,92.35521
751,78.43613
754,95.9971
756,98.68237
758,98.53158
759,109.63463
761,117.483444
766,99.35291
767,107.29157
768,89.271324
769,110.586105
770,98.49681
771,83.60789
772,107.01162
773,95.91029
774,103.1277
776,110.364265
777,104.411575
780,112.89187
782,106.21568
787,103.33442
788,94.92343
792,90.942856
793,114.47935
798,108.60466
800,92.12531
806,109.18289
809,111.119156
811,107.39049
812,95.83932
814,116.93236
816,107.681366
817,93.86784
818,108.432274
820,99.777626
823,95.11364
829,93.99643
830,113.029274
831,92.255005
834,110.20069
839,102.135124
841,83.26272
844,104.61183
845,94.76273
848,91.79566
850,115.57214
851,106.77316
852,97.683846
854,93.244225
855,104.504326
856,108.96523
859,102.53165
861,103.1277
864,93.094246
865,104.0367
866,91.85317
867,97.94806
869,96.74934
871,92.96157
872,109.18289
882,103.344574
883,93.5363
885,94.9218
888,99.34255
893,107.64018
901,107.75901
903,104.59647
904,93.455765
905,108.23971
910,99.94799
911,113.325745
914,109.8714
918,107.05515
921,92.19159
928,96.92544
929,109.00899
932,103.68299
933,96.41193
934,99.94799
935,109.11226
937,80.2349
939,94.6243
940,106.51468
941,99.20993
942,105.653534
943,92.69836
944,105.049515
947,109.18289
949,109.65513
951,100.52268
952,94.78343
953,104.59647
954,76.47017
957,110.43088
959,90.15567
960,110.50835
963,116.93236
965,109.18289
967,108.899635
971,94.41252
972,77.45892
973,91.72394
974,111.021416
975,99.2121
978,107.43249
980,96.62557
981,93.83984
984,109.518776
986,99.94799
988,89.271324
989,107.370224
990,106.79412
992,107.75901
996,103.88568
999,108.92598
1000,103.52566
1001,104.0367
1002,90.4138
1003,110.364265
1004,90.52645
1008,110.66028
1009,103.43138
1010,107.46653
1012,110.08104
1013,95.59651
1014,106.99564
1015,94.436806
1016,116.69035
1019,94.143265
1020,107.4892
1021,99.94799
1022,98.44667
1024,99.94799
1025,92.73561
1027,96.33312
1028,109.02432
1029,98.8876
1030,100.21767
1033,110.42366
1036,102.405136
1037,108.006226
1038,91.450584
1042,94.6243
1043,106.979034
1044,96.300156
1045,110.7162
1047,114.90803
1050,94.54756
1051,108.5087
1054,94.77725
1056,93.83984
1057,95.16311
1059,94.061806
1062,105.90314
1063,100.59608
1064,93.83984
1066,94.49119
1070,111.72664
1076,110.5391
1077,98.79775
1078,111.63703
1080,107.899666
1082,101.17512
1083,100.16661
1089,105.70143
1091,99.34255
1093,96.170074
1097,94.78586
1099,96.77482
1101,99.94799
1103,99.89638
1104,111.40287
1106,105.74906
1109,93.92838
1110,110.37936
1111,107.45258
1112,110.053444
1114,94.44629
1116,96.0872
1117,108.033806
1120,101.058914
1124,111.143906
1125,94.35737
1126,113.0771
1134,107.59548
1137,91.24981
1138,111.52232
1144,111.17282
1145,94.69469
1146,92.49408
1148,100.47947
1150,99.04391
1152,104.61183
1153,101.568596
1154,107.13954
1155,95.359634
1157,98.08933
1162,96.58163
1165,110.79996
1166,98.00957
1167,101.58419
1168,103.83364
1169,102.53165
1171,118.18179
1172,102.57039
1173,102.53165
1174,97.58313
1176,106.136505
1177,108.12738
1178,96.17471
1182,111.56167
1186,102.17594
1187,104.77379
1188,92.335434
1189,112.84065
1191,107.71812
1192,95.74392
1197,111.74464
1198,94.7701
1200,78.885704
1201,94.12436
1203,97.76843
1209,116.93236
1214,107.30398
1218,109.814384
1222,98.79729
1226,97.294495
1228,96.660576
1230,102.55582
1232,79.05267
1233,108.288574
1236,112.85353
1238,100.77638
1241,111.17282
1244,99.35115
1246,102.37539
1247,100.46319
1250,104.49627
1251,98.88817
1254,105.09774
1255,98.313774
1256,109.6602
1257,97.76666
1258,111.561714
1259,111.930145
1260,94.12412
1263,112.376755
1267,80.1388
1268,108.7178
1271,97.34193
1272,108.14194
1274,105.710625
1275,96.58163
1276,109.01045
1277,90.71121
1279,92.49408
1281,98.234375
1282,92.335434
1283,106.47977
1285,104.864716
1286,93.75123
1289,112.53645
1296,97.82432
1299,101.78324
1301,103.88568
1306,90.181725
1307,95.63147
1308,94.195305
1313,109.01045
1314,95.472466
1315,110.37936
1316,92.616516
1317,108.424324
1319,92.58826
1323,106.99995
1324,109.00149
1325,96.23077
1328,102.6948
1329,92.22464
1330,103.1277
1331,100.5395
1332,104.788864
1337,101.07497
1338,99.40876
1339,92.366135
1340,101.672905
1343,106.70526
1347,111.24811
1348,97.537674
1349,107.6022
1352,94.51584
1354,103.66859
1359,111.352264
1360,101.27378
1363,107.99698
1364,100.271286
1365,103.28441
1366,100.642044
1372,98.17296
1375,98.11369
1376,98.13046
1378,96.17151
1379,108.603264
1380,101.46222
1381,101.081924
1384,109.52785
1387,100.29118
1388,106.92041
1392,75.29179
1394,102.16521
1395,94.69925
1396,109.359116
1398,96.35067
1399,109.359116
1400,92.16445
1401,92.7856
1403,101.26079
1404,98.86944
1406,109.359116
1407,94.399956
1408,111.73613
1410,80.68083
1412,109.032326
1413,93.51435
1415,96.56336
1420,111.73613
1422,110.39135
1423,100.394554
1424,111.73613
1425,98.46061
1426,80.68083
1427,102.37017
1429,93.914215
1430,108.37713
1431,102.80085
1432,100.50637
1434,109.25483
1437,94.46053
1438,104.665825
1440,109.74614
1441,106.29226
1442,95.8704
1444,106.91344
1445,96.925476
1446,104.93908
1448,93.44516
1453,93.745636
1454,109.032326
1455,93.12558
1456,107.69817
1458,109.032326
1459,95.14328
1461,96.716934
1465,100.29118
1466,110.72492
1469,106.88601
1472,93.745636
1474,97.41949
1477,108.14304
1479,107.183815
1482,109.416824
1483,78.10329
1487,94.929085
1488,105.67773
1490,114.73983
1492,105.092384
1494,116.709564
1496,98.902504
1497,98.802734
1499,104.12244
1502,93.82941
1507,102.944214
1508,94.51584
1509,103.03828
1511,93.12797
1512,107.66538
1513,117.72775
1514,99.70092
1518,112.39802
1519,91.93313
1522,111.47688
1524,78.16514
1527,95.8704
1529,95.192825
1532,106.34978
1536,112.73962
1537,116.97962
1539,101.74593
1542,111.279106
1543,98.13046
1544,104.49294
1545,79.94903
1550,94.96818
1551,103.431046
1554,113.56726
1556,108.568756
1559,94.79336
1560,77.56181
1562,98.56427
1566,92.00658
1567,111.41831
1569,105.27606
1570,109.86569
1571,108.72501
1574,94.51584
1578,106.95256
1580,93.34868
1583,105.500565
1584,94.51584
1585,107.37925
1586,103.74485
1587,112.302895
1588,95.78028
1590,115.86937
1592,104.233795
1596,96.99876
1598,104.1829
1599,96.03638
1604,109.15156
1606,102.45043
1607,93.51435
1608,98.8444
1609,117.00229
1611,96.9335
1613,96.0781
1616,98.61587
1619,108.71884
1620,93.80304
1621,111.80639
1622,98.91315
1625,108.751976
1627,117.00229
1629,101.40253
1634,98.077065
1636,95.351036
1638,106.42001
1639,97.650955
1641,102.02595
1643,95.13657
1644,100.39784
1645,117.53199
1646,105.05185
1647,112.37297
1648,95.8845
1652,93.34868
1653,113.270355
1656,96.317474
1658,96.03638
1659,108.59507
1661,102.5931
1663,93.51435
1664,104.98413
1665,95.423294
1666,108.568756
1667,101.08811
1668,79.148
1669,101.730194
1670,95.246284
1672,112.61089
1674,104.35419
1677,105.67773
1678,92.60607
1679,111.00631
1680,100.96145
1683,109.99277
1686,103.70788
1687,110.07184
1689,106.28273
1690,95.49819
1691,115.81774
1692,113.43769
1693,94.51584
1695,96.47219
1696,93.745636
1697,108.60477
1700,108.568756
1701,97.63482
1702,112.302895
1703,92.680244
1704,104.88788
1706,95.4267
1707,109.00911
1708,96.90152
1710,92.51831
1711,105.57008
1713,101.540215
1717,108.840965
1719,106.95256
1720,96.603096
1722,95.68596
1725,104.311745
1726,96.48853
1727,101.36948
1729,105.767426
1730,90.41527
1731,107.09275
1733,108.568756
1734,95.16592
1735,110.39135
1738,96.0781
1742,104.04686
1745,104.35419
1747,95.93923
1749,100.6576
1751,97.74716
1752,77.93459
1753,103.19353
1754,96.06266
1755,94.70667
1756,102.453255
1758,106.44054
1759,92.819405
1760,106.19469
1761,108.24036
1762,92.19994
1763,105.77463
1764,108.833336
1766,101.86076
1768,92.79288
1769,80.67876
1771,106.610176
1772,97.48067
1773,109.1485
1774,99.321266
1775,108.6943
1777,111.59919
1779,92.819405
1780,106.38167
1787,92.680244
1788,95.25514
1790,96.00099
1796,112.1929
1801,91.17346
1803,94.31498
1807,111.953735
1809,106.37177
1812,97.85942
1813,109.08514
1814,102.14689
1815,110.06892
1816,96.17665
1818,93.440094
1820,92.46451
1821,115.97459
1822,95.54155
1825,96.94393
1826,106.407265
1828,96.199326
1831,103.60352
1836,101.868454
1837,95.97058
1841,97.41949
1844,102.8085
1848,92.57565
1851,101.74593
1852,94.51091
1853,94.4904
1854,97.507904
1856,103.78728
1859,106.37177
1860,97.81212
1861,78.16514
1863,110.08204
1865,96.250175
1866,104.42414
1867,95.691696
1868,93.064674
1872,95.587776
1879,97.55567
1880,107.65092
1882,97.37372
1885,109.99277
1887,104.193214
1888,95.21556
1890,103.851585
1894,96.87089
1895,102.86379
1896,93.41196
1897,108.7497
1900,109.39193
1901,94.79336
1902,106.151695
1905,99.3862
1906,107.880516
1912,106.69701
1915,95.728905
1916,108.01502
1917,94.11967
1918,104.2795
1920,77.891846
1923,100.55639
1924,103.04123
1925,96.48853
1930,117.00229
1932,112.94526
1933,111.23965
1934,110.458954
1935,94.81786
1940,80.68083
1941,97.97806
1942,116.59595
1943,101.95725
1944,92.92086
1945,101.73827
1948,116.97962
1949,92.666504
1952,98.19096
1954,94.40182
1955,115.942635
1958,96.52695
1959,85.34568
1960,105.77463
1963,96.41496
1965,103.67109
1968,103.01893
1969,100.271286
1971,96.642334
1972,111.4003
1973,93.12093
1975,92.02282
1977,101.221115
1978,96.257545
1979,109.00575
1981,92.687485
1982,109.90376
1987,110.72318
1988,92.00658
1993,104.59735
1997,93.07262
1999,96.0512
2001,95.96408
2002,115.7425
2003,101.09535
2004,78.105835
2006,111.671196
2007,94.31852
2009,106.19469
2010,93.705605
2013,102.35575
2018,78.298065
2022,97.79032
2024,106.66935
2025,96.497536
2026,104.22896
2030,105.79016
2031,95.82086
2032,106.69701
2033,96.385765
2035,99.00351
2036,113.7411
2037,94.088875
2040,95.88335
2043,108.93672
2044,122.4445
2046,106.392784
2054,109.36551
2055,95.08351
2056,106.38167
2059,95.29228
2060,94.79336
2062,92.320244
2063,109.06725
2066,96.87089
2067,114.5505
2072,100.55657
2073,107.05306
2074,107.73069
2075,99.992256
2076,96.949486
2080,95.54122
2082,94.79336
2085,99.60025
2087,107.54453
2091,107.682106
2092,95.736145
2093,106.38167
2098,100.330414
2101,105.77463
2102,93.49058
2103,80.68083
2105,104.2788
2106,93.572075
2107,100.90235
2110,96.72844
2114,98.453926
2115,113.58328
2117,87.76652
2118,96.62222
2119,106.177345
2120,96.615685
2122,103.24072
2123,112.62058
2126,94.6505
2127,107.990265
2128,98.39084
2129,109.38723
2132,110.62014
2135,105.32748
2138,103.454544
2139,117.00229
2141,110.347595
2142,94.63825
2146,97.249344
2151,110.80553
2157,104.958664
2159,100.21422
2162,92.90149
2164,116.7767
2167,95.04248
2168,110.6395
2171,97.993866
2173,95.4274
2174,104.36726
2175,95.85892
2178,93.6349
2180,96.42218
2185,110.62459
2189,94.02703
2190,112.50709
2192,103.02463
2194,112.697
2200,104.86214
2201,98.56347
2203,108.303474
2204,97.37122
2205,110.16842
2209,109.9387
2213,103.17218
2214,94.7786
2215,108.45185
2216,98.682045
2218,94.8573
2219,110.16232
2220,101.37395
2222,97.6061
2223,104.85674
2225,109.74557
2226,94.401924
2230,100.85343
2233,111.83204
2234,107.11898
2235,97.37122
2236,77.39605
2237,92.282715
2240,116.25463
2241,95.72648
2248,103.887764
2249,96.544556
2250,101.55095
2252,110.64857
2253,99.58754
2254,111.40527
2256,79.46711
2258,94.13431
2259,100.80934
2262,96.98491
2265,94.12823
2266,104.086296
2269,99.27832
2271,103.97509
2273,95.09244
2274,108.33031
2275,98.31441
2277,98.27935
2279,97.37122
2280,76.96365
2282,96.42218
2283,102.36328
2288,96.65305
2289,107.64145
2291,96.289764
2292,117.704414
2297,108.3499
2298,105.83397
2299,98.1903
2300,111.24612
2301,92.97198
2304,94.54102
2305,101.70394
2306,96.98491
2308,95.36362
2309,100.9632
2311,104.61774
2312,100.645996
2316,103.67181
2321,104.01051
2322,106.3358
2325,106.53417
2326,94.02099
2329,117.704414
2330,98.855286
2331,101.53118
2332,111.36603
2333,96.98491
2334,104.11421
2335,111.0005
2337,105.96477
2338,101.57183
2340,111.36603
2342,94.85224
2345,93.16861
2349,95.26046
2351,77.57783
2352,95.850204
2354,109.09222
2355,110.84456
2357,109.74557
2358,96.4169
2360,95.62305
2361,109.09222
2364,95.69952
2366,99.15466
2369,99.37376
2370,95.125534
2371,111.51662
2373,102.072174
2374,105.43676
2376,112.26715
2378,106.66534
2382,103.3802
2383,93.44777
2386,107.39133
2387,99.98684
2389,98.27688
2390,104.86168
2392,93.97825
2398,111.36603
2399,94.78523
2400,98.54938
2401,110.17382
2402,96.35651
2404,99.6048
2407,102.70708
2408,100.82981
2409,104.77028
2412,87.09013
2413,101.63325
2415,94.527885
2420,101.73571
2422,99.71653
2423,104.10638
2426,94.0104
2432,98.65224
2434,92.30223
2435,95.706894
2436,109.0874
2438,106.1029
2440,106.37447
2443,102.59433
2444,91.95809
2447,103.887764
2450,94.44597
2454,103.98595
2455,108.11384
2459,96.98491
2460,102.9341
2463,97.46846
2465,97.26496
2468,80.68083
2469,96.699745
2474,94.51823
2478,95.209724
2480,90.57834
2481,116.25463
2489,96.42218
2490,101.32424
2492,95.11635
2496,96.98491
2497,99.827515
2500,95.877106
2505,95.99737
2507,99.24693
2508,110.16842
2509,94.849045
2510,77.3985
2513,91.51496
2515,96.42218
2518,93.44777
2519,103.87103
2520,93.44777
2521,107.44327
2523,100.765236
2525,96.506386
2529,110.16842
2530,96.7848
2533,105.61973
2535,92.38362
2538,98.90779
2544,106.84872
2553,110.699425
2556,93.93705
2558,92.69264
2559,110.58125
2560,94.892715
2561,108.655235
2562,97.65551
2563,106.475655
2564,90.41487
2565,112.06356
2567,98.80675
2572,94.28492
2575,97.38791
2576,112.897736
2577,97.16441
2578,96.95884
2579,108.89065
2580,93.84651
2582,103.75172
2583,92.79389
2587,90.86455
2589,109.552605
2590,96.7466
2591,110.16842
2594,97.714066
2597,96.46196
2598,105.212326
2599,95.4796
2600,100.01976
2602,115.91325
2603,94.28492
2604,96.73265
2606,100.80139
2607,77.93459
2608,100.373665
2613,110.16842
2614,102.468124
2615,111.32698
2617,108.97292
2620,100.63614
2623,108.320946
2624,98.75168
2627,110.16842
2629,77.93459
2630,95.04018
2632,102.15063
2636,96.01044
2639,105.36
2640,109.15114
2642,110.16842
2644,107.053474
2646,100.24733
2647,97.47671
2649,94.32876
2650,103.107
2652,107.725655
2653,98.12563
2655,101.43531
2657,111.76424
2659,107.28372
2662,93.286354
2663,116.25463
2664,96.6874
2665,102.64726
2670,98.15792
2671,108.77867
2672,92.12547
2675,107.725655
2677,110.027565
2679,99.28571
2683,108.35763
2684,97.74444
2685,104.81333
2688,108.36844
2689,103.60074
2690,102.99821
2693,103.94449
2694,107.57542
2697,104.12922
2699,96.00008
2703,95.417175
2705,107.16264
2709,83.94529
2710,94.842155
2711,108.41792
2712,96.69935
2713,97.78752
2714,108.5422
2715,97.83219
2717,93.91222
2718,111.36876
2720,107.0494
2721,96.90115
2726,102.701965
2728,92.25905
2731,104.050575
2732,109.69267
2734,95.932625
2736,103.40276
2737,96.44138
2738,104.99891
2739,100.129364
2746,95.21747
2749,105.23755
2751,118.020676
2752,101.83697
2753,97.189606
2757,101.72877
2758,95.80658
2759,108.97542
2760,101.66511
2762,110.46972
2764,93.72922
2765,108.29505
2769,106.41201
2771,105.879196
2774,93.955086
2776,93.39105
2777,99.49873
2778,95.84804
2779,105.651634
2782,93.17376
2784,94.42443
2787,95.343346
2789,96.78613
2792,96.807846
2798,94.96055
2799,102.126915
2800,96.66571
2801,77.713524
2802,96.5505
2804,97.24072
2807,103.28441
2808,99.66287
2809,101.58103
2811,117.01121
2812,95.193245
2814,93.78549
2816,99.60298
2817,109.26175
2818,98.94156
2820,102.05771
2821,84.159996
2822,97.052895
2823,110.78786
2824,96.92633
2826,98.05694
2829,96.57591
2834,97.83995
2835,78.75221
2838,95.572334
2839,106.26957
2840,92.595345
2841,105.003716
2842,96.98491
2846,113.13263
2848,100.779396
2849,94.28394
2850,108.5422
2851,93.09067
2853,97.087975
2854,110.16842
2858,101.35383
2861,103.98981
2864,95.12067
2865,116.25463
2866,103.8381
2867,92.11794
2868,113.436485
2870,108.34579
2877,100.07888
2878,110.16842
2880,112.71901
2882,77.86258
2883,97.21748
2884,104.30483
2885,96.79167
2887,96.42218
2888,109.101654
2889,91.773346
2890,105.05649
2891,103.69806
2892,117.0992
2893,93.942665
2898,107.18208
2899,98.35837
2900,109.94293
2901,93.59452
2909,105.31862
2910,111.97547
2911,118.38321
2913,97.21691
2914,104.67153
2918,97.65313
2919,108.00702
2920,92.314735
2921,110.16842
2922,99.4591
2923,101.43587
2925,103.97214
2926,93.84651
2927,110.05814
2929,113.411156
2933,95.91225
2934,106.51608
2936,101.87424
2941,97.47822
2942,96.06681
2943,108.972824
2945,102.54583
2950,95.20197
2951,108.1235
2953,106.83177
2954,100.14249
2955,106.78708
2956,101.06634
2960,104.75639
2962,97.136375
2963,104.71167
2964,105.2085
2966,76.96365
2967,96.23176
2968,97.96121
2969,91.74546
2971,92.57092
2972,107.94698
2974,96.19125
2975,106.49621
2977,116.709564
2980,108.13414
2981,89.88224
2983,101.709915
2984,99.35185
2985,117.704414
2986,96.61915
2987,107.94698
2989,97.45877
2990,107.65918
2991,113.19862
2992,80.67876
2995,104.12922
2996,97.49703
3002,109.604324
3004,108.74761
3005,118.35965
3006,95.79111
3010,98.38112
3011,104.067116
3014,93.84651
3015,95.1342
3016,94.46053
3017,101.0758
3018,94.052765
3021,103.62169
3024,105.212326
3028,97.26624
3030,95.34651
3032,93.85975
3039,94.976585
3040,103.9576
3041,98.077446
3043,108.32413
3044,113.41693
3046,105.56584
3055,96.500175
3056,109.21817
3058,93.41207
3059,106.662025
3061,116.97962
3063,106.64142
3066,95.44278
3067,105.212326
3068,77.53834
3069,96.90115
3072,116.34078
3073,112.56793
3074,95.87071
3077,97.05146
3082,101.60359
3084,104.12922
3085,102.44305
3088,107.053474
3091,96.457504
3092,111.57423
3093,99.453316
3094,104.050575
3096,110.458954
3097,90.500755
3098,78.25147
3102,116.94492
3106,93.42862
3109,95.86306
3111,93.57468
3112,118.35965
3113,97.239655
3115,100.55657
3116,105.70432
3117,97.61815
3121,103.539635
3122,95.63136
3123,95.763084
3124,101.2329
3125,94.46053
3126,100.45304
3127,115.81774
3129,93.09033
3130,113.35215
3132,107.098335
3134,107.5507
3135,105.08485
3137,76.45246
3138,119.10043
3140,105.36129
3144,104.89325
3145,104.80322
3146,111.32698
3147,95.3121
3148,103.480286
3149,105.69725
3150,111.52961
3151,96.842155
3152,96.31036
3155,100.53175
3156,108.5422
3159,92.81948
3161,99.26371
3162,107.71355
3163,96.063194
3165,102.74161
3172,102.98395
3173,98.986595
3176,92.908455
3177,107.616936
3179,106.49621
3183,93.88974
3186,95.151825
3187,98.561554
3189,106.41709
3190,97.83481
3192,115.81774
3193,102.98395
3194,112.82888
3197,95.42372
3198,96.3868
3200,101.18401
3201,118.661415
3202,96.3868
3204,95.99737
3205,93.51679
3206,104.744995
3208,104.719536
3210,103.602776
3211,100.50325
3212,116.97962
3213,99.054054
3214,104.90387
3216,105.05649
3219,93.612885
3220,110.82742
3221,97.239655
3226,107.78703
3227,105.76381
3228,97.844574
3229,98.564156
3232,80.68083
3233,94.420105
3234,96.21218
3236,98.86269
3238,110.52434
3239,109.57974
3240,93.66396
3247,109.08972
3249,104.71905
3252,110.46241
3253,98.13538
3254,104.36684
3255,100.305046
3256,110.3887
3257,95.89708
3262,103.88471
3263,107.725655
3264,101.06634
3266,111.69303
3267,100.80663
3269,97.991905
3272,117.704414
3274,95.42372
3275,104.85951
3277,101.663185
3279,98.86904
3280,107.5468
3283,95.515205
3285,96.42218
3287,103.60721
3288,105.212326
3290,100.371056
3291,92.18621
3298,108.00586
3299,95.79702
3302,106.5534
3303,94.795815
3304,104.050255
3307,94.8159
3309,98.13058
3314,77.30392
3316,110.64491
3317,97.97689
3319,95.99071
3320,107.99152
3321,95.41979
3322,103.09875
3324,93.69147
3326,95.3311
3329,100.44706
3330,90.41487
3331,111.67841
3335,117.0992
3337,97.54292
3338,98.651955
3339,97.97232
3340,111.5703
3341,96.378
3343,94.42095
3346,92.62349
3348,92.922386
3351,105.121346
3352,117.72661
3355,92.00095
3356,109.98781
3358,104.73273
3359,94.082306
3360,102.15005
3371,96.630974
3372,95.898575
3374,96.41495
3377,108.058174
3378,92.49269
3380,107.11255
3382,100.922874
3386,97.17331
3389,102.056046
3391,105.87893
3393,97.02274
3394,107.33836
3395,93.93552
3397,110.16842
3398,102.93895
3399,83.784004
3400,95.17767
3404,104.3682
3407,110.74484
3409,101.50145
3419,101.517845
3421,98.57372
3425,94.70285
3427,80.572365
3428,117.704414
3429,107.89093
3431,96.771324
3435,93.605736
3436,109.708206
3439,97.51016
3441,100.80335
3442,117.704414
3443,101.201355
3444,104.87971
3445,94.158264
3446,107.41121
3449,94.79336
3453,97.326355
3457,100.712296
3460,103.34847
3461,105.4433
3462,93.85966
3464,106.64142
3465,77.53834
3466,96.36503
3467,104.613304
3468,97.62896
3469,102.81898
3470,95.60957
3472,110.16842
3473,99.2746
3475,94.67094
3476,108.80929
3478,106.32845
3479,94.88341
3483,94.82761
3484,107.36669
3485,101.09286
3487,95.008415
3488,107.95632
3496,111.55217
3497,100.20197
3499,102.80085
3500,76.95294
3501,97.5619
3504,93.04901
3508,101.79265
3511,95.558304
3512,109.159874
3515,92.37955
3517,95.353935
3518,97.15053
3526,108.269966
3528,114.288574
3529,99.990585
3530,115.69723
3531,93.0035
3532,105.14903
3533,96.45952
3534,95.22169
3535,77.61117
3536,98.71231
3537,110.94049
3538,92.310646
3539,101.796906
3540,103.06955
3545,107.29653
3546,92.38268
3550,108.23996
3551,103.68949
3553,96.11553
3554,103.34847
3557,92.282715
3558,108.9105
3559,94.79336
3561,92.26219
3562,110.16842
3563,96.64701
3564,105.121346
3565,94.158264
3567,95.24919
3571,105.121346
3572,97.81356
3574,110.2968
3576,96.36515
3577,106.55452
3578,95.221375
3579,94.67479
3583,95.35395
3585,103.69975
3586,106.015144
3587,112.15716
3593,94.05849
3594,104.44827
3595,95.101135
3599,95.772484
3600,105.275
3601,110.16842
3602,94.79336
3604,99.25816
3609,118.458496
